,modelname,category,productpdfurl,productimageurl,productimageurl2,productimageurl3,productimageurl4
0,Axial Compressor Model,,null,https://tech-labs.com/sites/default/files/product_images/DAC-211A.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-211A-Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-211A-Side.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-211A.jpg
1,1-Phase Motor Control Training System with Magnetic Starter,,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_421-000.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_421-000.jpg
2,1-Phase Motor Control Training System with Manual Starter,,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_420-000.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_420-000.jpg
3,"100A, Single Pole Circuit Breaker Cutaway",,null,https://tech-labs.com/sites/default/files/product_images/DAC_273-907-Close.jpg,null,https://tech-labs.com/sites/default/files/product_images/DAC_273-907.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_273-907-Close.jpg
4,3-Component Coupling Shaft Alignment Training System,,null,https://tech-labs.com/sites/default/files/product_images/DAC-206_0.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-206_0.jpg
5,3-Component Coupling Shaft Alignment Training System Plus,,null,https://tech-labs.com/sites/default/files/product_images/DAC-206.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-206.jpg
6,3-Phase Motor Control Training System with Magnetic Starter,,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_423-000.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_423-000.jpg
7,"3-Phase Motor Control Training System with Magnetic Starter, Low Voltage Star",,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_424-000-right.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_424-000.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_424-000-left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_424-000-right.jpg
8,3-Phase Motor Control Training System with Manual Starter,,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_422-000.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_422-000.jpg
9,3-Variable Process Control Training System,,null,https://tech-labs.com/sites/default/files/product_images/DAC-601.jpg,null,https://tech-labs.com/sites/default/files/product_images/DAC-601_Back.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-601.jpg
10,Furniture,,null,https://tech-labs.com/sites/default/files/product_images/W901SS01.jpg,https://tech-labs.com/sites/default/files/product_images/W911SS011.jpg,https://tech-labs.com/sites/default/files/product_images/w904ss04.jpg,https://tech-labs.com/sites/default/files/product_images/W901SS01.jpg
11,4-Variable Advanced Process Control Training System,,null,https://tech-labs.com/sites/default/files/product_images/603_dac_front.jpg,https://tech-labs.com/sites/default/files/product_images/603_dac_Left.jpg,https://tech-labs.com/sites/default/files/product_images/603_dac.jpg,https://tech-labs.com/sites/default/files/product_images/603_dac_front.jpg
12,AC Variable Frequency Drive Training System Plus,,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_429E.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_429E.jpg
13,ACR Liquid Line Filter/Drier Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC_373-601-Right.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-601-Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-601-Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-601-Right.jpg
14,"ACR Liquid Line Filter/Drier Cutaway, Bi-Directional",,null,https://tech-labs.com/sites/default/files/product_images/DAC_373-602-Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-602-Right.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-602-Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-602-Front.jpg
15,ACR Magnetic Check Valve Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC_373-510-Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-510-Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-510-FrontStand.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-510-Front.jpg
16,ACR Manual Balancing Valve Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC_373-551_Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-551_Right.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-551_Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-551_Front.jpg
17,"ACR Oil Separator Cutaway, Float-Type",,null,https://tech-labs.com/sites/default/files/product_images/DAC_373-721_Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-721_Right.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-721_Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-721_Front.jpg
18,"ACR Oil Separator Cutaway, Helical-Type",,null,https://tech-labs.com/sites/default/files/product_images/DAC_373-722-Close.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-722-Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-722-Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-722-Close.jpg
19,ACR Packless Diaphragm Line Valve Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC_373-503.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-503_Right.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-503_Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-503.jpg
20,ACR Solenoid Valve Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC_373-502_Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-502_Right.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-502_Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-502_Front.jpg
21,ACR Steel Ball Valve Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC_373-501-Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-501-Right.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-501-Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-501-Front.jpg
22,ACR Straight-Thru Pressure Relief Valve Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC_373-506_Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-506_Right.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-506_Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-506_Front.jpg
23,ACR Suction Line Accumulator Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC_373-701_MountedFront.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-701_MountedSide2.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-701_MountedSide.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-701_MountedFront.jpg
24,"ACR Thermostatic Expansion Valve Cutaway, Fixed-Type",,null,https://tech-labs.com/sites/default/files/product_images/DAC_373-521_Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-521_Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-521_Right.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-521_Front.jpg
25,Adjustable Oil Field Choke Valve Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC-295-711A-Close.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-295-711A-Side.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-295-711A-Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-295-711A-Close.jpg
26,Advanced Bearing Maintenance Trainer,,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_204E-000.jpg,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_204E-000-2.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_204E-000.jpg
27,Advanced Vibration Analysis Training System Plus,,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_203E-PAC.jpg,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_203E-PAC_Back.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_203E-PAC.jpg
28,Air-Cooled (Fin-Fan) Heat Exchanger Model,,null,https://tech-labs.com/sites/default/files/product_images/DAC-283.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-283.jpg
29,Air-Operated Diaphragm Pump Dissectible,,null,https://tech-labs.com/sites/default/files/product_images/DAC_275-180.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC_275-180.jpg
30,Angled Disc Butterfly Valve Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC-295-712.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-295-712.jpg
31,Annular Tube Heat Exchanger Model,,null,https://tech-labs.com/sites/default/files/product_images/DAC-281.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-281.jpg
32,ANSI Centrifugal Pump Dissectible (Goulds),,null,https://tech-labs.com/sites/default/files/product_images/DAC_275-100.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC_275-100.jpg
33,Barrel Choke Valve Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC-295-711.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-295-711.jpg
34,Basic Coupling/Shaft Alignment Trainer,,null,https://tech-labs.com/sites/default/files/product_images/DAC-208_0.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-208_0.jpg
35,Basic Coupling/Shaft Alignment Training System Plus,,null,https://tech-labs.com/sites/default/files/product_images/DAC-208.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-208.jpg
36,null,,null,https://tech-labs.com/sites/default/files/product_images/DAC-208.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-208.jpg
37,Basic Precision Measurement Kit 1,,null,https://tech-labs.com/sites/default/files/product_images/803-101.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/803-101.jpg
38,Batch Continuous Distillation,,null,https://tech-labs.com/sites/default/files/product_images/Distillation-discontinue-et-continue-r%C3%A9gul%C3%A9e-supervis%C3%A9e-DVI3000.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/Distillation-discontinue-et-continue-r%C3%A9gul%C3%A9e-supervis%C3%A9e-DVI3000.jpg
39,Bearing Maintenance Training System,,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_204-000.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_204-000.jpg
40,Bearing Maintenance Training System Plus,,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_204E-PAC.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_204E-PAC.jpg
41,Bearing Maintenance Training System Plus,,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_204E-PAC.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_204E-PAC.jpg
42,Bearing Sample Board,,null,https://tech-labs.com/sites/default/files/product_images/P835SS02_0.png,null,https://tech-labs.com/sites/default/files/product_images/835-PAC.jpg,https://tech-labs.com/sites/default/files/product_images/P835SS02_0.png
43,Belt Drive Training System,,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_201-000-Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_201-000-Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_201-000-Right.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_201-000-Left.jpg
44,Belt Drive Training System Plus,,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_201-PAC_Back.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_201-PAC_Back-Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_201-PAC_Back2.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_201-PAC_Back.jpg
45,Belt Sample Board,,null,https://tech-labs.com/sites/default/files/product_images/837-PAC.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/837-PAC.jpg
46,Benchtop Gas-Liquid Absorption,,null,https://tech-labs.com/sites/default/files/product_images/Pignat-DAC-Worldwide-ABS100.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/Pignat-DAC-Worldwide-ABS100.jpg
47,Bladder Accumulator Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC_773-195-Side2.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_773-195.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_773-195-Side.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_773-195-Side2.jpg
48,Blowout Preventer (BOP) Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC-295-716.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-295-716.jpg
49,Boiler Tube Maintenance Training System Plus,,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide-240-PAC.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide-240-PAC.jpg
50,Boiler Tube Trainer,,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide-240-000.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide-240-000.jpg
51,Brake Clutch Trainer,,null,https://tech-labs.com/sites/default/files/product_images/DAC-220_0.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-220-2_0.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-220-1_0.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-220_0.jpg
52,Brake Clutch Training System Plus,,null,https://tech-labs.com/sites/default/files/product_images/DAC-220.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-220-2.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-220-1.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-220.jpg
53,"Canned Sealless, Centrifugal Pump Dissectible",,null,https://tech-labs.com/sites/default/files/product_images/DAC_275-140.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC_275-140.jpg
54,Ceiling Unit Cooler System Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC_373-991-UpRight.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-991-Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-991-Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-991-UpRight.jpg
55,Centrifugal Clutch Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC_200-2204_Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_200-2204_Right.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_200-2204_Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_200-2204_Front.jpg
56,Centrifugal Compressor Model,,null,https://tech-labs.com/sites/default/files/product_images/DAC-211A_0.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-211A-Side_0.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-211A-Front_0.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-211A_0.jpg
57,Chain Drive Training System,,null,https://tech-labs.com/sites/default/files/product_images/DAC-223_0.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-223_0.jpg
58,Chain Drive Training System Plus,,null,https://tech-labs.com/sites/default/files/product_images/DAC-223.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-223.jpg
59,Chain Sample Board,,null,https://tech-labs.com/sites/default/files/product_images/838-PAC.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/838-PAC.jpg
60,Circuit Breaker Cutaway Set,,null,https://tech-labs.com/sites/default/files/product_images/DAC-273-906.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-273-906.jpg
61,Clip Valve Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC-295-714-Right.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-295-714-Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-295-714-Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-295-714-Right.jpg
62,"Compound, Cumulatively Wound, DC Motor Training System",,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_416-000.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC-Worldwide_416-000.jpg
63,Compressor Inlet Unloader Valve Replica,,null,https://tech-labs.com/sites/default/files/product_images/DAC-211-003.jpg,null,https://tech-labs.com/sites/default/files/product_images/DAC-211-003-parts.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-211-003.jpg
64,Compressor Outlet Channel Valve Replica,,null,https://tech-labs.com/sites/default/files/product_images/DAC-211-004.jpg,null,https://tech-labs.com/sites/default/files/product_images/DAC-211-004-Parts.jpg,https://tech-labs.com/sites/default/files/product_images/DAC-211-004.jpg
65,Compressor Service King Valve Cutaway,,null,https://tech-labs.com/sites/default/files/product_images/DAC_373-195_Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-195_Right.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-195_Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-195_Front.jpg
66,Computerized Chemical Reactor,,null,https://tech-labs.com/sites/default/files/product_images/Pignat-DAC-Worldwide-REA3000.jpg,null,https://tech-labs.com/sites/default/files/product_images/Pignat-DAC-Worldwide-REA3000-board.jpg,https://tech-labs.com/sites/default/files/product_images/Pignat-DAC-Worldwide-REA3000.jpg
67,Condenser Pressure Control Valve Cutaway (KVR),,null,https://tech-labs.com/sites/default/files/product_images/DAC_373-519_Front.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-519_Right.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-519_Left.jpg,https://tech-labs.com/sites/default/files/product_images/DAC_373-519_Front.jpg
68,Continuous Distillation,,null,https://tech-labs.com/sites/default/files/product_images/Mini-distillation-continue-DVI100.jpg,null,https://tech-labs.com/sites/default/files/product_images/Mini-distillation-continue-sur-table-DVI100.jpg,https://tech-labs.com/sites/default/files/product_images/Mini-distillation-continue-DVI100.jpg
69,Control Valve Dissectible,,null,https://tech-labs.com/sites/default/files/product_images/DAC_255.jpg,null,null,https://tech-labs.com/sites/default/files/product_images/DAC_255.jpg
